timestamp,tickerSymbol,open,high,low,close,volume
2/12/2025 13:15,IBM,255.76,255.76,255.52,255.52,19026
2/12/2025 13:10,IBM,255.72,255.7899,255.5925,255.685,15916
2/12/2025 13:05,IBM,255.67,255.79,255.41,255.72,34349
2/12/2025 13:00,IBM,255.565,255.78,255.54,255.625,20969
2/12/2025 12:55,IBM,255.2941,255.55,255.28,255.55,26682
2/12/2025 12:50,IBM,255.25,255.38,255.11,255.28,22467
2/12/2025 12:45,IBM,254.96,255.29,254.915,255.2,21686
2/12/2025 12:40,IBM,254.925,254.9899,254.72,254.95,19817
2/12/2025 12:35,IBM,255.09,255.16,254.86,254.925,15734
2/12/2025 12:30,IBM,255.09,255.1587,254.83,255.03,28168
2/12/2025 12:25,IBM,255.21,255.24,255.05,255.1044,18076
2/12/2025 12:20,IBM,255.2,255.225,255.13,255.13,10938
2/12/2025 12:15,IBM,255.295,255.39,255.035,255.17,27297
2/12/2025 12:10,IBM,255.12,255.3,254.96,255.295,18484
2/12/2025 12:05,IBM,255.18,255.34,255,255.045,21082
2/12/2025 12:00,IBM,255.06,255.47,254.839,255.155,40871
2/12/2025 11:55,IBM,254.56,255.12,254.56,255.0591,29856
2/12/2025 11:50,IBM,254.1206,254.57,254.1206,254.57,18354
2/12/2025 11:45,IBM,254.13,254.1599,253.915,254.12,17003
2/12/2025 11:40,IBM,253.7,254.17,253.67,254.11,15404
2/12/2025 11:35,IBM,253.605,253.7,253.3101,253.6033,16275
2/12/2025 11:30,IBM,253.401,253.7,253.2701,253.7,14827
2/12/2025 11:25,IBM,253.1,253.43,253.065,253.37,15796
2/12/2025 11:20,IBM,253.055,253.27,252.9263,253.1,18900
2/12/2025 11:15,IBM,253.29,253.29,253.02,253.1,18616
,,,,,,
3/1/2025,,234,2313,123145,,1231
